ride_id,started_at,ended_at,start_station,end_station,user_type
R104626,2026-07-17 17:14:00,07/17/2026 17:21,Georgia State University,Midtown MARTA,member
R101316,2026-06-13 14:12:00,06/13/2026 14:21,Centennial Olympic Park,Midtown MARTA,casual
R101012,11-Jun-2026 12:29,2026-06-11 12:34:39,  Atlantic Station ,Georgia State University,casual
R105110,2026-07-21 08:34:00,07/21/2026 08:44,Krog Street Market,  Midtown MARTA ,member
R102523,2026-06-25 07:34:00,2026-06-25 07:51:11,Midtown MARTA,Ponce City Market,member
R102786,2026-06-28 13:36:00,2026-06-28 14:13:25,Georgia State University,Ponce City Market,casual
R105695,07/27/2026 07:38,07/27/2026 07:50,Georgia State University,Grant Park,member
R102569,2026-06-25 18:25:00,2026-06-25 18:33:15,West End,Ponce City Market,member
R101527,2026-06-16 12:26:00,06/16/2026 12:36,MIDTOWN MARTA,Georgia State University,member
R105733,07/28/2026 16:26,2026-07-28 16:51:01,Centennial Olympic Park,Midtown MARTA,casual
R101706,17-Jun-2026 07:08,2026-06-17 07:16:27,Midtown MARTA,Krog Street Market,member
R104587,07/17/2026 19:31,2026-07-17 19:49:52,Ponce City Market,CENTENNIAL OLYMPIC PARK,
R105711,2026-07-27 08:33:00,2026-07-27 08:43:25,Atlantic Station,Krog Street Market,member
R100304,06/03/2026 10:14,2026-06-03 10:22:26,Atlantic Station,Midtown MARTA,casual
R103205,2026-07-02 16:44:00,02-Jul-2026 17:01,Midtown MARTA,Ponce City Market,casual
R103658,2026-07-08 17:52:00,2026-07-08 18:01:52,Atlantic Station,Georgia State University,member
R102617,2026-06-26 09:55:00,2026-06-26 10:07:30,Ponce City Market,Midtown MARTA,member
R102230,2026-06-22 11:12:00,22-Jun-2026 11:24,Piedmont Park,West End,member
R102240,06/23/2026 17:13,06/23/2026 17:30,ATLANTIC STATION,Centennial Olympic Park,member
R105384,07/24/2026 20:15,2026-07-24 20:33:06,Georgia State University,MIDTOWN MARTA,member
R102859,2026-06-29 17:05:00,2026-06-29 17:15:23,  Krog Street Market ,Midtown MARTA,casual
R102869,2026-06-29 18:06:00,2026-06-29 18:12:40,Atlantic Station,Ponce City Market,member
R104993,2026-07-20 06:22:00,2026-07-20 06:29:20,Midtown MARTA,Ponce City Market,member
R100981,2026-06-10 13:58:00,2026-06-10 14:04:07,Krog Street Market,Ponce City Market,member
R104513,2026-07-16 23:46:00,2026-07-16 23:52:24,Midtown MARTA,Georgia State University,member
R105514,2026-07-26 13:34:00,07/26/2026 13:47,Ponce City Market,Georgia State University,casual
R105453,2026-07-25 18:23:00,2026-07-25 18:42:51,Ponce City Market,Georgia State University,casual
R103684,08-Jul-2026 06:47,2026-07-08 07:13:22,MIDTOWN MARTA,Centennial Olympic Park,casual
R102762,2026-06-28 07:37:00,2026-06-28 07:50:10,Centennial Olympic Pk,Atlantic Station,casual
R103185,2026-07-02 08:55:00,2026-07-02 09:04:47,PONCE CITY MARKET,Grant Park,member
R105821,2026-07-29 15:58:00,2026-07-29 16:06:57,  Centennial Olympic Park ,Ponce City Market,member
R100900,2026-06-09 07:53:00,06/09/2026 08:00,Midtown MARTA,Atlantic Station,casual
R101233,2026-06-12 08:38:00,06/12/2026 08:58,Ponce City Market,Georgia State University,member
R105795,28-Jul-2026 11:36,07/28/2026 11:37,Midtown MARTA,GEORGIA STATE UNIVERSITY,member
R105554,2026-07-26 13:16:00,2026-07-26 13:49:54,grant park,georgia state university,casual
R101080,2026-06-11 20:00:00,2026-06-11 20:20:15,Atlantic Station,Georgia State University,member
R104078,2026-07-11 03:23:00,2026-07-11 03:49:28,Georgia State University,MIDTOWN MARTA,casual
R100347,06/04/2026 12:26,2026-06-04 12:35:49,Midtown MARTA,Atlantic Station,member
R101071,2026-06-11 06:29:00,2026-06-11 06:40:37,Georgia State University,Centennial Olympic Park,member
R101096,2026-06-11 21:43:00,11-Jun-2026 21:56,Grant Park,  Georgia State University ,member
R100745,2026-06-08 08:48:00,2026-06-08 09:02:13,Midtown MARTA,Georgia State University,casual
R101814,06/19/2026 08:16,2026-06-19 08:19:39,Centennial Olympic Park,ponce city market,member
R103913,10-Jul-2026 00:09,07/10/2026 00:19,Centennial Olympic Park,PIEDMONT PARK,member
R103161,2026-07-02 11:24:00,2026-07-02 11:31:46,Ponce City Market,Piedmont Park,member
R105818,2026-07-29 18:17:00,2026-07-29 18:35:13,Midtown MARTA,Ponce City Market,casual
R103893,09-Jul-2026 17:02,2026-07-09 17:05:11,Georgia State University,Krog Street Market,casual
R102366,2026-06-24 13:15:00,2026-06-24 13:33:07,Ponce City Market,Midtown MARTA,member
R105969,2026-07-30 15:07:00,2026-07-30 15:24:14,GEORGIA STATE UNIVERSITY,Ponce City Market,member
R102438,2026-06-24 20:35:00,06/24/2026 20:50,Ponce City Market,CENTENNIAL OLYMPIC PARK,member
R104277,2026-07-14 08:23:00,2026-07-14 08:26:53,Piedmont Park,Georgia State University,member
R101024,2026-06-11 08:04:00,2026-06-11 08:16:31,  Ponce City Market ,midtown marta,member
R105686,2026-07-27 16:24:00,2026-07-27 17:06:29,midtown marta,Ponce City Market,casual
R100407,06/04/2026 17:45,2026-06-04 17:58:44,Georgia State University,  West End ,member
R102105,2026-06-21 15:26:00,2026-06-21 16:07:28,midtown marta,  Georgia State University ,casual
R100995,2026-06-10 07:50:00,06/10/2026 08:00,Centennial Olympic Pk,Midtown MARTA,member
R105287,2026-07-23 17:52:00,2026-07-23 18:16:12,Midtown MARTA,,member
R105373,2026-07-24 11:49:00,2026-07-24 11:57:38,Piedmont Park,  Centennial Olympic Park ,member
R100321,04-Jun-2026 18:27,2026-06-04 18:41:14,ponce city market,Atlantic Station,member
R105461,07/25/2026 13:10,07/25/2026 13:24,Atlantic Station,Midtown MARTA,member
R103894,2026-07-09 21:15:00,2026-07-09 21:23:36,Midtown MARTA,  Ponce City Market ,member
R100587,2026-06-06 09:01:00,2026-06-06 09:14:28,GEORGIA STATE UNIVERSITY,Grant Park,casual
R104728,2026-07-18 07:05:00,2026-07-18 07:17:46,midtown marta,Centennial Olympic Park,member
R100869,06/09/2026 12:31,2026-06-09 12:44:34,Midtown MARTA,Krog Street Market,member
R100612,07-Jun-2026 09:57,2026-06-07 10:06:37,Atlantic Station,MIDTOWN MARTA,member
R100557,2026-06-06 01:35:00,06/06/2026 02:08,Ponce City Market,MIDTOWN MARTA,casual
R105114,2026-07-21 18:05:00,07/21/2026 18:33,West End,Ponce City Market,casual
R105758,2026-07-28 17:35:00,2026-07-28 17:42:12,Piedmont Park,Ponce City Market,member
R103519,2026-07-06 17:40:00,07/06/2026 18:03,PONCE CITY MARKET,Atlantic Station,member
R102020,2026-06-21 17:56:00,2026-06-21 18:16:34,Centennial Olympic Park,GEORGIA STATE UNIVERSITY,casual
R101311,13-Jun-2026 17:34,2026-06-13 17:48:59,Ponce City Market,Georgia State University,member
R100716,2026-06-08 10:35:00,06/08/2026 10:40,Ponce City Market,Centennial Olympic Park,member
R100999,2026-06-10 16:04:00,2026-06-10 16:15:30,Centennial Olympic Park,Piedmont Park,member
R105012,07/20/2026 14:52,2026-07-20 15:05:23,Ponce City Market,Georgia State University,member
R101400,2026-06-14 07:51:00,2026-06-14 08:23:32,Ponce City Market,Georgia State University,casual
R104401,2026-07-15 06:47:00,07/15/2026 07:17,Little Five Points,MIDTOWN MARTA,casual
R105684,2026-07-27 00:15:00,2026-07-27 00:49:38,midtown marta,Centennial Olympic Park,casual
R105059,2026-07-21 06:49:00,2026-07-21 07:03:04,Piedmont Park,midtown marta,member
R102800,2026-06-28 17:27:00,2026-06-28 17:36:14,Midtown MARTA,Ponce City Market,member
R103272,2026-07-03 11:41:00,07/03/2026 11:58,Georgia State University,Midtown MARTA,member
R103027,2026-07-01 15:56:00,07/01/2026 16:09,  Georgia State University ,Piedmont Park,member
R105057,07/21/2026 20:06,2026-07-21 20:27:45,PIEDMONT PARK,Midtown MARTA,casual
R103440,05-Jul-2026 13:12,2026-07-05 13:28:05,Georgia State University,Piedmont Park,member
R104612,2026-07-17 08:13:00,2026-07-17 08:35:43,Midtown MARTA,Ponce City Market,casual
R100835,2026-06-09 22:28:00,09-Jun-2026 23:05,Piedmont Park,MIDTOWN MARTA,casual
R102724,2026-06-27 20:32:00,2026-06-27 20:45:37,Midtown MARTA,PONCE CITY MARKET,casual
R104297,2026-07-14 21:11:00,2026-07-14 21:24:35,Ponce City Market,CENTENNIAL OLYMPIC PARK,member
R101284,13-Jun-2026 07:17,06/13/2026 07:40,Georgia State University,Centennial Olympic Park,casual
R102880,2026-06-29 16:31:00,2026-06-29 16:43:16,Grant Pk,Georgia State University,member
R101007,2026-06-11 01:29:00,2026-06-11 01:46:49,Georgia State University,West End,casual
R103491,2026-07-06 14:26:00,2026-07-06 14:34:36,KROG STREET MARKET,Midtown MARTA,member
R105106,21-Jul-2026 09:04,2026-07-21 09:25:54,GEORGIA STATE UNIVERSITY,West End,casual
R103055,2026-07-01 13:47:00,2026-07-01 13:57:33,MIDTOWN MARTA,Georgia State University,member
R104016,2026-07-11 08:16:00,2026-07-11 08:28:30,Piedmont Park,Georgia State University,casual
R103787,2026-07-09 19:01:00,07/09/2026 19:20,Midtown MARTA,ponce city market,member
R103414,2026-07-05 10:55:00,05-Jul-2026 11:11,Midtown MARTA,Ponce City Market,member
R105596,2026-07-26 08:28:00,2026-07-26 08:45:48,Ponce City Market,Midtown MARTA,casual
R102128,2026-06-22 14:33:00,2026-06-22 14:46:55,Midtown MARTA,Little Five Points,member
R102161,06/22/2026 20:27,22-Jun-2026 20:43,Midtown MARTA,Georgia State University,member
R101039,06/11/2026 08:58,06/11/2026 09:09,Little Five Points,Midtown MARTA,member
R103643,2026-07-07 20:28:00,2026-07-23 20:28:00,Atlantic Station,Ponce City Market,casual
R104338,2026-07-14 16:05:00,2026-07-14 16:06:00,Georgia State University,Piedmont Park,casual
R101518,15-Jun-2026 16:27,2026-06-15 16:33:29,Atlantic Station,Georgia State University,casual
R101217,12-Jun-2026 18:50,12-Jun-2026 19:05,GEORGIA STATE UNIVERSITY,Midtown MARTA,member
R105499,2026-07-26 05:53:00,2026-07-26 06:03:39,Georgia State University,Piedmont Park,member
R100032,2026-06-01 18:14:00,01-Jun-2026 18:46,Centennial Olympic Park,midtown marta,casual
R105065,2026-07-21 21:51:00,2026-07-21 22:30:05,Ponce City Market,Krog Street Market,casual
R102317,2026-06-23 08:43:00,06/23/2026 08:55,Midtown MARTA,Ponce City Market,member
R103194,07/02/2026 13:41,07/02/2026 13:54,Krog Street Market,Midtown MARTA,member
R101221,2026-06-12 20:19:00,2026-06-12 20:29:08,Atlantic Station,MIDTOWN MARTA,member
R105135,2026-07-21 19:32:00,2026-07-21 19:45:06,ATLANTIC STATION,Midtown MARTA,member
R105532,2026-07-26 08:14:00,2026-07-26 08:19:34,Ponce City Market,MIDTOWN MARTA,member
R103493,07/06/2026 08:31,07/06/2026 08:38,Piedmont Park,Centennial Olympic Park,member
R100851,09-Jun-2026 16:23,2026-06-09 16:44:49,Ponce City Market,Midtown MARTA,casual
R101349,2026-06-14 18:54:00,2026-06-14 19:18:05,Midtown MARTA,Krog Street Market,casual
R105519,2026-07-26 15:34:00,2026-07-26 16:07:07,  Midtown MARTA ,Ponce City Market,casual
R102175,2026-06-22 20:25:00,2026-06-26 20:25:00,Centennial Olympic Park,Georgia State University,casual
R102203,2026-06-22 16:31:00,2026-06-22 16:37:15,Grant Park,West End,member
R104875,2026-07-19 11:57:00,2026-07-19 12:06:59,Ponce City Market,  Midtown MARTA ,member
R102978,06/30/2026 17:53,2026-06-30 18:10:16,Ponce City Market,Georgia State University,member
R104480,2026-07-16 17:36:00,16-Jul-2026 17:42,Midtown MARTA,Ponce City Market,member
R102476,2026-06-25 08:45:00,25-Jun-2026 08:57,Georgia State University,Centennial Olympic Pk,member
R103480,2026-07-06 08:41:00,2026-07-06 08:51:29,Ponce City Market,Midtown MARTA,member
R103222,2026-07-03 12:06:00,2026-07-03 12:16:14,Midtown MARTA,Georgia State University,member
R105662,07/27/2026 21:16,2026-07-27 21:28:32,Midtown MARTA,Krog Street Market,member
R100459,05-Jun-2026 08:44,2026-06-05 08:53:35,Ponce City Market,Atlantic Station,member
R101329,2026-06-13 16:49:00,2026-06-13 16:53:40,Centennial Olympic Park,Piedmont Park,casual
R100863,2026-06-09 17:46:00,2026-06-09 18:00:31,Georgia State University,atlantic station,member
R104180,2026-07-13 16:43:00,2026-07-13 16:58:58,GRANT PARK,  Midtown MARTA ,member
R100946,2026-06-10 16:16:00,2026-06-10 16:36:17,West End,Piedmont Park,casual
R101589,06/16/2026 08:52,2026-06-16 08:55:27,Midtown MARTA,Centennial Olympic Park,member
R104651,2026-07-17 16:34:00,2026-07-17 16:44:25,Atlantic Station,Midtown MARTA,member
R101452,2026-06-15 16:55:00,2026-06-15 17:12:45,Ponce City Market,Centennial Olympic Park,casual
R102905,2026-06-29 10:38:00,2026-06-29 11:11:24,Ponce City Market,Centennial Olympic Park,casual
R102624,2026-06-26 11:16:00,2026-06-26 11:21:30,Ponce City Market,Piedmont Pk,member
R105136,21-Jul-2026 17:22,07/21/2026 17:28,west end,Midtown MARTA,member
R105455,2026-07-25 09:01:00,2026-07-25 09:10:21,Little Five Points,Atlantic Station,member
R101374,2026-06-14 14:52:00,2026-06-14 14:55:55,Georgia State University,Grant Park,casual
R103197,2026-07-02 14:22:00,2026-07-02 14:38:55,  Krog Street Market ,Little Five Points,casual
R104661,2026-07-17 21:16:00,2026-07-17 21:27:12,Midtown MARTA,Georgia State University,member
R104271,2026-07-14 08:12:00,14-Jul-2026 08:23,Midtown MARTA,Ponce City Market,member
R101200,2026-06-12 18:23:00,2026-06-12 18:34:34,Georgia State University,Centennial Olympic Park,member
R104524,07/16/2026 18:06,2026-07-16 18:19:10,Ponce City Market,Centennial Olympic Park,member
R102291,2026-06-23 18:52:00,23-Jun-2026 18:57,Midtown MARTA,Ponce City Market,member
R103558,2026-07-06 08:58:00,2026-07-06 09:17:35,Ponce City Market,Georgia State University,casual
R103807,2026-07-09 18:16:00,2026-07-09 18:30:41,Georgia State University,Ponce City Market,member
R105371,2026-07-24 09:17:00,2026-07-24 09:48:35,Georgia State University,Midtown MARTA,casual
R101226,06/12/2026 17:57,2026-06-12 18:05:07,Midtown MARTA,georgia state university,member
R102311,06/23/2026 09:13,2026-06-23 09:24:43,Ponce City Market,Midtown MARTA,member
R104583,2026-07-17 18:27:00,2026-07-17 18:19:00,Piedmont Park,Ponce City Market,member
R105799,2026-07-28 17:04:00,2026-07-28 17:15:15,Ponce City Market,KROG STREET MARKET,member
R102933,2026-06-29 17:34:00,06/29/2026 17:50,Georgia State University,Ponce City Market,member
R104589,2026-07-17 12:39:00,17-Jul-2026 12:53,Atlantic Station,Georgia State University,member
R101204,2026-06-12 05:25:00,2026-06-12 05:39:52,Midtown MARTA,atlantic station,member
R100833,06/09/2026 12:58,2026-06-09 13:08:02,Midtown MARTA,Piedmont Park,member
R104810,2026-07-19 13:34:00,2026-07-19 13:53:03,GEORGIA STATE UNIVERSITY,Ponce City Market,casual
R104140,2026-07-12 13:43:00,2026-07-12 14:12:09,  Centennial Olympic Park ,Midtown MARTA,casual
R104754,07/18/2026 11:32,18-Jul-2026 11:48,Georgia State University,  Ponce City Market ,casual
R101031,2026-06-11 08:26:00,2026-06-11 08:33:49,Midtown MARTA,Piedmont Park,member
R105953,07/30/2026 17:48,07/30/2026 17:57,Georgia State University,Centennial Olympic Park,member
R100861,2026-06-09 13:50:00,2026-06-09 14:07:19,Midtown MARTA,Ponce City Market,member
R105198,2026-07-22 18:15:00,2026-07-22 18:33:28,GEORGIA STATE UNIVERSITY,Krog Street Market,member
R101411,2026-06-14 20:09:00,2026-06-14 20:31:31,Midtown MARTA,Centennial Olympic Park,casual
R104365,2026-07-14 13:32:00,2026-07-14 13:40:51,piedmont park,Georgia State University,member
R101040,2026-06-11 09:08:00,2026-06-11 09:14:57,Midtown MARTA,Grant Park,member
R103962,2026-07-10 08:34:00,2026-07-10 08:48:28,Ponce City Market,midtown marta,member
R104708,2026-07-18 12:51:00,07/18/2026 13:07,Krog Street Market,Ponce City Market,member
R100425,2026-06-05 17:11:00,05-Jun-2026 17:26,Ponce City Market,  Centennial Olympic Park ,member
R100124,2026-06-02 07:51:00,2026-06-06 07:51:00,Midtown MARTA,Little Five Points,casual
R100020,06/01/2026 07:58,06/01/2026 07:58,  Midtown MARTA ,  Midtown MARTA ,member
R102704,2026-06-27 14:52:00,2026-06-27 15:06:24,Centennial Olympic Park,  Piedmont Park ,member
R102915,2026-06-29 19:05:00,2026-06-29 19:16:06,PONCE CITY MARKET,MIDTOWN MARTA,member
R101245,06/12/2026 17:11,06/12/2026 17:24,PONCE CITY MARKET,Atlantic Station,casual
R100601,2026-06-07 07:05:00,2026-06-07 07:15:33,Ponce City Market,Midtown MARTA,casual
R104008,2026-07-10 03:20:00,2026-07-10 03:27:04,Piedmont Park,Midtown MARTA,member
R100408,2026-06-04 10:07:00,06/04/2026 10:18,Little Five Points,Georgia State University,member
R100215,03-Jun-2026 18:40,03-Jun-2026 18:57,Georgia State University,Ponce City Market,casual
R104895,2026-07-19 10:34:00,2026-07-19 10:42:11,krog street market,Ponce City Market,member
R100564,2026-06-06 06:59:00,06/06/2026 07:37,Ponce City Market,Midtown MARTA,casual
R104040,2026-07-11 14:01:00,2026-07-11 14:27:56,Atlantic Station,Little Five Points,casual
R105869,07/29/2026 16:54,2026-07-29 17:05:01,Midtown MARTA,Georgia State University,member
R100713,2026-06-08 06:23:00,2026-06-08 06:34:09,Georgia State University,Midtown MARTA,member
R102390,06/24/2026 06:59,2026-06-24 07:11:56,Centennial Olympic Park,Ponce City Market,member
R104674,2026-07-17 19:50:00,2026-07-17 20:04:46,Atlantic Station,Centennial Olympic Park,member
R101008,2026-06-11 19:26:00,2026-06-11 19:37:26,  Centennial Olympic Park ,Midtown MARTA,member
R102761,06/28/2026 02:25,2026-06-28 02:39:11,Georgia State University,Ponce City Market,casual
R104002,2026-07-10 09:52:00,07/10/2026 09:55,Centennial Olympic Pk,Piedmont Park,member
R102227,2026-06-22 08:25:00,06/22/2026 08:54,Midtown MARTA,ponce city market,casual
R100549,2026-06-06 10:09:00,2026-06-06 10:26:26,Centennial Olympic Park,Midtown MARTA,casual
R103620,07-Jul-2026 12:48,2026-07-07 12:58:12,Georgia State University,Midtown MARTA,member
R105119,2026-07-21 16:01:00,2026-07-21 15:59:00,Centennial Olympic Park,Georgia State University,casual
R103460,2026-07-05 18:54:00,2026-07-05 19:07:42,  Atlantic Station ,Centennial Olympic Park,member
R100607,06/07/2026 19:00,06/07/2026 19:01,MIDTOWN MARTA,Georgia State University,casual
R103837,2026-07-09 10:33:00,2026-07-09 10:49:30,Ponce City Market,  Centennial Olympic Park ,member
R104334,14-Jul-2026 19:43,2026-07-14 19:47:39,Piedmont Park,Georgia State University,member
R105166,2026-07-22 07:07:00,22-Jul-2026 07:20,  Midtown MARTA ,Ponce City Market,member
R102389,06/24/2026 08:47,06/24/2026 08:49,Atlantic Station,Centennial Olympic Park,member
R100914,06/10/2026 22:14,2026-06-10 22:28:12,Midtown MARTA,Georgia State University,member
R100798,2026-06-08 06:24:00,2026-06-08 06:33:33,Atlantic Station,CENTENNIAL OLYMPIC PARK,member
R101116,2026-06-11 14:07:00,2026-06-11 14:30:55,PIEDMONT PARK,CENTENNIAL OLYMPIC PARK,casual
R100012,2026-06-01 06:58:00,2026-06-01 07:14:29,ATLANTIC STATION,Krog Street Market,member
R102560,06/25/2026 06:34,06/25/2026 06:44,Midtown MARTA,Ponce City Market,member
R105490,07/26/2026 06:34,07/26/2026 06:48,Krog Street Market,Midtown MARTA,member
R100778,06/08/2026 12:52,06/08/2026 12:58,Atlantic Station,midtown marta,member
R100737,2026-06-08 09:18:00,08-Jun-2026 09:48,Ponce City Market,  Midtown MARTA ,casual
R100584,2026-06-06 16:21:00,2026-06-06 16:31:09,Grant Park,Midtown MARTA,member
R101022,2026-06-11 16:24:00,2026-06-11 16:31:30,Little Five Points,  Atlantic Station ,member
R105823,29-Jul-2026 17:56,2026-07-29 18:08:30,Atlantic Station,Ponce City Market,member
R100856,2026-06-09 19:27:00,2026-06-09 19:32:11,Atlantic Station,Midtown MARTA,member
R101286,13-Jun-2026 14:40,2026-06-13 15:08:35,centennial olympic park,georgia state university,casual
R102272,2026-06-23 09:36:00,2026-06-23 10:00:22,Midtown MARTA,Piedmont Park,casual
R104571,2026-07-16 08:52:00,07/16/2026 09:00,Midtown MARTA,CENTENNIAL OLYMPIC PARK,member
R105847,2026-07-29 16:45:00,07/29/2026 17:06,Centennial Olympic Park,  Georgia State University ,casual
R100144,2026-06-02 23:20:00,2026-06-02 23:33:39,Ponce City Market,Centennial Olympic Park,casual
R100508,2026-06-05 07:46:00,2026-06-05 07:57:20,Midtown MARTA,Ponce City Market,member
R101830,2026-06-19 13:48:00,2026-06-19 13:58:48,Georgia State University,Midtown MARTA,casual
R100790,2026-06-08 16:31:00,2026-06-08 16:44:27,Midtown MARTA,Ponce City Market,member
R104850,2026-07-19 11:22:00,19-Jul-2026 12:02,Midtown MARTA,Atlantic Station,casual
R100779,2026-06-08 06:16:00,2026-06-08 06:28:41,midtown marta,Atlantic Station,member
R105898,07/29/2026 10:33,29-Jul-2026 10:43,ATLANTIC STATION,  Ponce City Market ,member
R102473,2026-06-25 08:03:00,2026-06-25 08:21:25,Krog Street Market,Midtown MARTA,member
R100034,06/01/2026 17:05,2026-06-01 17:36:14,Midtown MARTA,Piedmont Park,casual
R100351,06/04/2026 08:44,2026-06-04 08:57:33,MIDTOWN MARTA,Piedmont Park,member
R100857,06/09/2026 09:10,06/09/2026 09:16,Midtown MARTA,Atlantic Station,casual
R101950,2026-06-20 12:37:00,2026-06-20 13:20:14,Centennial Olympic Park,Georgia State University,casual
R101236,2026-06-12 18:04:00,06/12/2026 18:13,  Krog Street Market ,Midtown MARTA,member
R103369,07/04/2026 15:25,2026-07-04 15:34:33,ponce city market,Grant Park,member
R103028,07/01/2026 18:04,2026-07-01 18:11:12,ponce city market,GEORGIA STATE UNIVERSITY,member
R104050,07/11/2026 11:00,2026-07-11 11:11:16,  Piedmont Park ,Ponce City Market,member
R100212,2026-06-03 08:38:00,2026-06-03 08:56:07,Centennial Olympic Pk,Georgia State University,casual
R100890,2026-06-09 15:09:00,2026-06-09 15:25:41,PONCE CITY MARKET,GRANT PARK,member
R103742,2026-07-08 04:41:00,2026-07-08 04:47:29,  Ponce City Market ,Georgia State University,member
R105072,2026-07-21 16:55:00,2026-07-21 17:04:02,Midtown MARTA,piedmont park,casual
R100889,2026-06-09 16:06:00,09-Jun-2026 16:37,Georgia State University,centennial olympic park,casual
R105660,2026-07-27 16:32:00,2026-07-27 16:58:48,georgia state university,Centennial Olympic Park,casual
R104986,07/20/2026 06:24,2026-07-20 06:34:05,Little Five Points,Atlantic Station,member
R102601,2026-06-26 11:48:00,2026-06-26 12:12:13,Georgia State University,Midtown MARTA,casual
R105117,2026-07-21 20:47:00,2026-07-21 20:57:33,Ponce City Market,Georgia State University,casual
R101735,2026-06-18 14:56:00,2026-06-18 15:06:09,Midtown MARTA,PIEDMONT PARK,member
R104938,2026-07-20 08:47:00,20-Jul-2026 08:59,Midtown MARTA,Centennial Olympic Park,member
R104527,2026-07-16 09:41:00,2026-07-16 09:48:36,Midtown MARTA,West End,member
R102339,06/24/2026 07:18,2026-06-24 07:47:16,atlantic station,Midtown MARTA,casual
R103531,2026-07-06 16:30:00,06-Jul-2026 16:41,Midtown MARTA,Georgia State University,member
R101110,2026-06-11 10:26:00,2026-06-11 10:35:52,atlantic station,Georgia State University,member
R100604,07-Jun-2026 16:10,2026-06-07 16:31:23,Ponce City Market,Midtown MARTA,casual
R101155,2026-06-12 16:21:00,2026-06-12 16:37:27,Atlantic Station,Georgia State University,casual
R102779,2026-06-28 11:23:00,2026-06-28 11:34:36,georgia state university,Midtown MARTA,member
R104868,2026-07-19 16:03:00,2026-07-19 16:21:02,Midtown MARTA,Atlantic Station,member
R101330,06/13/2026 07:47,2026-06-13 08:01:52,Midtown MARTA,West End,member
R100588,2026-06-06 17:59:00,2026-06-06 17:51:00,  Georgia State University ,Krog Street Market,member
R102293,2026-06-23 19:30:00,2026-06-23 19:35:46,Midtown MARTA,Ponce City Market,member
R101676,06/17/2026 08:43,2026-06-17 08:59:56,Ponce City Market,Georgia State University,casual
R100097,06/01/2026 15:43,2026-06-01 15:53:12,Midtown MARTA,Ponce City Market,member
R103128,07/02/2026 08:47,2026-07-16 08:47:00,Ponce City Market,Georgia State University,member
R100002,2026-06-01 10:37:00,2026-06-01 10:52:53,Atlantic Station,Georgia State University,member
R102881,2026-06-29 15:00:00,2026-06-29 15:13:31,Atlantic Station,Piedmont Park,member
R105718,2026-07-27 08:23:00,2026-07-27 08:40:04,Centennial Olympic Park,Midtown MARTA,member
R101379,2026-06-14 11:16:00,14-Jun-2026 11:23,ponce city market,West End,casual
R103856,2026-07-09 16:28:00,2026-07-09 16:41:47,Midtown MARTA,Atlantic Station,casual
R103763,08-Jul-2026 15:58,2026-07-08 16:06:33,Ponce City Market,Midtown MARTA,member
R100974,06/10/2026 16:47,2026-06-10 16:58:15,Georgia State University,Ponce City Market,member
R103758,08-Jul-2026 22:19,2026-07-08 22:46:24,Ponce City Market,Piedmont Park,casual
R104808,2026-07-19 18:43:00,2026-07-19 19:07:44,Midtown MARTA,Atlantic Station,casual
R103887,09-Jul-2026 19:49,2026-07-09 20:15:11,Grant Park,Georgia State University,casual
R105144,2026-07-21 20:50:00,2026-07-21 21:03:13,Midtown MARTA,Georgia State University,casual
R105978,2026-07-30 08:45:00,2026-07-30 08:56:32,West End,Midtown MARTA,member
R102442,2026-06-24 15:18:00,2026-06-24 15:23:41,Little Five Points,Ponce City Market,member
R100749,2026-06-08 13:41:00,2026-06-08 14:20:08,Midtown MARTA,Ponce City Market,casual
R103977,2026-07-10 09:36:00,2026-07-10 09:54:01,Midtown MARTA,Krog Street Market,casual
R105580,2026-07-26 19:48:00,2026-07-26 20:12:39,Midtown MARTA,Ponce City Market,casual
R105410,25-Jul-2026 11:38,25-Jul-2026 11:44,Midtown MARTA,Ponce City Market,member
R102106,21-Jun-2026 14:23,06/21/2026 14:31,Midtown MARTA,Georgia State University,member
R101538,2026-06-16 13:46:00,06/16/2026 13:57,Midtown MARTA,Atlantic Station,member
R105800,2026-07-28 12:59:00,2026-07-28 13:08:02,Centennial Olympic Park,Midtown MARTA,member
R104514,2026-07-16 08:47:00,07/16/2026 08:55,MIDTOWN MARTA,Ponce City Market,member
R104572,2026-07-16 13:27:00,2026-07-16 13:36:50,Grant Park,Midtown MARTA,member
R103449,2026-07-05 18:37:00,07/05/2026 19:03,  Georgia State University ,Ponce City Market,casual
R101723,2026-06-17 08:43:00,2026-06-17 08:56:22,Centennial Olympic Park,Ponce City Market,member
R104404,2026-07-15 14:11:00,2026-07-15 14:21:43,  Krog Street Market ,Atlantic Station,casual
R100866,06/09/2026 07:42,2026-06-09 07:45:12,ponce city market,krog street market,member
R101252,13-Jun-2026 13:10,2026-06-13 13:24:22,Midtown MARTA,West End,member
R105357,07/24/2026 15:06,2026-07-24 15:16:41,Centennial Olympic Park,Midtown MARTA,member
R101483,2026-06-15 13:20:00,2026-06-15 13:34:53,  Midtown MARTA ,Piedmont Park,member
R103821,09-Jul-2026 19:20,09-Jul-2026 19:43,Georgia State University,Atlantic Station,casual
R100892,2026-06-09 14:43:00,09-Jun-2026 15:08,midtown marta,PONCE CITY MARKET,casual
R103090,07/01/2026 05:17,2026-07-01 05:27:13,Midtown MARTA,Little Five Points,member
